cnd_id,word_id,word_phrase,category,allow_use,consent_required,consenting_body,Examiner Information,Formatted Client Instructions (instructions)
108,709,TFT,Professional Body,Y,,The Association Ofbc Forest Professionals Ph: 604 687-8027 Or Fax 604 687-3264,You may be able to use this term if it is not related to forestry. Ie: TFT Decor Corp.,Use Of This Term Requires Written Consent From The Association Of BC Forest Professionals Ph: 604 687-8027 Or Fax 604 687-3264. Please Scan Your Consent To bcregistries@gov.bc.ca 
109,223,DOCTOR,Professional Body,Y,,The Accredited Bc College Authorizing Its Use. Fax Your Consent To 250-356-8923 Forincorporation Or 250 356-0206 For Partnerships/Proprietorships,You may be able to use this term if it is not related to medical services or health care. Ie: Staging Doctor Solutions Corp.,Use Of This Term Requires Written Consent From The Accredited BC College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
109,230,DR,Professional Body,Y,,The Accredited Bc College Authorizing Its Use. Fax Your Consent To 250-356-8923 Forincorporation Or 250 356-0206 For Partnerships/Proprietorships,You may be able to use this term if it is not related to medical services or health care. Ie: DR North Transmissions Corp.,Use Of This Term Requires Written Consent From The Accredited BC College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
109,274,GENERAL PRACTITIONER,Professional Body,Y,Y,The Accredited Bc College Authorizing Its Use. Fax Your Consent To 250-356-8923 Forincorporation Or 250 356-0206 For Partnerships/Proprietorships,,Use Of This Term Requires Written Consent From The Accredited BC College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
109,417,MD,Professional Body,Y,Y,The Accredited Bc College Authorizing Its Use. Fax Your Consent To 250-356-8923 Forincorporation Or 250 356-0206 For Partnerships/Proprietorships,,Use Of This Term Requires Written Consent From The Accredited BC College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
109,506,PHYSICIAN,Professional Body,Y,Y,The Accredited Bc College Authorizing Its Use. Fax Your Consent To 250-356-8923 Forincorporation Or 250 356-0206 For Partnerships/Proprietorships,,Use Of This Term Requires Written Consent From The Accredited BC College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
109,507,PHYSICIANS,Professional Body,Y,Y,The Accredited Bc College Authorizing Its Use. Fax Your Consent To 250-356-8923 Forincorporation Or 250 356-0206 For Partnerships/Proprietorships,,Use Of This Term Requires Written Consent From The Accredited BC College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
109,700,SURGEON,Professional Body,Y,Y,The Accredited Bc College Authorizing Its Use. Fax Your Consent To 250-356-8923 Forincorporation Or 250 356-0206 For Partnerships/Proprietorships,,Use Of This Term Requires Written Consent From The Accredited BC College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
109,701,SURGEONS,Professional Body,Y,Y,The Accredited Bc College Authorizing Its Use. Fax Your Consent To 250-356-8923 Forincorporation Or 250 356-0206 For Partnerships/Proprietorships,,Use Of This Term Requires Written Consent From The Accredited BC College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
110,601,REGISTERED MUSIC TEACHER,Professional Body,Y,Y,The British Columbia Registered Music Teachers' Association - Private Act #44,,Use Of This Term Requires Written Consent From The British Columbia Registered Music Teachers' Association - Private Act #44. Please Scan Your Consent To bcregistries@gov.bc.ca
110,644,RMT,Professional Body,Y,Y,The British Columbia Registered Music Teachers' Association - Private Act #44,This term is restricted for use by registered music teachers only.,Use Of This Term Requires Written Consent From The British Columbia Registered Music Teachers' Association - Private Act #44. Please Scan Your Consent To bcregistries@gov.bc.ca
111,234,DRUGLESS HEALER,Professional Body,Y,Y,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",,"Use Of This Term Requires Written Consent From The College Of Naturopathic Physicians Of BC 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
111,235,DRUGLESS PHYSICIAN,Professional Body,Y,Y,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",,"Use Of This Term Requires Written Consent From The College Of Naturopathic Physicians Of BC 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
111,433,NATURAL MEDICINE,Professional Body,Y,Y,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",,"Use Of This Term Requires Written Consent From The College Of Naturopathic Physicians Of BC 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
111,434,NATUROPATH,Professional Body,Y,Y,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",,"Use Of This Term Requires Written Consent From The College Of Naturopathic Physicians Of BC 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
111,435,NATUROPATHIC,Professional Body,Y,Y,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",,"Use Of This Term Requires Written Consent From The College Of Naturopathic Physicians Of BC 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
111,436,NATUROPATHIC MEDICINE,Professional Body,Y,Y,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",,"Use Of This Term Requires Written Consent From The College Of Naturopathic Physicians Of BC 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
111,437,NATUROPATHIC PHYSICIAN,Professional Body,Y,Y,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",,"Use Of This Term Requires Written Consent From The College Of Naturopathic Physicians Of BC 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
111,667,SANIPRACTIC,Professional Body,Y,Y,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",,"Use Of This Term Requires Written Consent From The College Of Naturopathic Physicians Of BC 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
112,391,LICENSED PRACTICAL NURSE,Professional Body,Y,Y,"The College Of Licensed Practical Nurses Of British Columbia Please Contact     Sara Telfer, Deputy Registrar 1.877.373.2201 Ext. 4010",,"Use Of This Term Requires Written Consent From The College Of Licensed Practical Nurses Of British Columbia, Contact Deputy Registrar 1.877.373.2201 Ext. 4010. Please Scan Your Consent To bcregistries@gov.bc.ca "
112,404,LPN,Professional Body,Y,,"The College Of Licensed Practical Nurses Of British Columbia Please Contact     Sara Telfer, Deputy Registrar 1.877.373.2201 Ext. 4010",You may be able to use this term if it is not related to health care. Ie: LPN Sportswear Inc.,"Use Of This Term Requires Written Consent From The College Of Licensed Practical Nurses Of British Columbia, Contact Deputy Registrar 1.877.373.2201 Ext. 4010. Please Scan Your Consent To bcregistries@gov.bc.ca "
114,389,LICENSED GRADUATE NURSE,Professional Body,Y,Y,"The College Of Registered Nurses Of Bc Or College Of Licensed Practical Nurses  Per Lori Dokis, Reg. Practice Consultant (604)736-7331 Ext.351",,"Use Of This Term Requires Written Consent From The College Of Registered Nurses Of BC Or College Of Licensed Practical Nurses, contact Reg. Practice Consultant (604)736-7331 Ext.351. Please Scan Your Consent To bcregistries@gov.bc.ca "
114,453,NP,Professional Body,Y,,"The College Of Registered Nurses Of Bc Or College Of Licensed Practical Nurses  Per Lori Dokis, Reg. Practice Consultant (604)736-7331 Ext.351",You may be able to use this term if it is not related to health care. Ie: NP Art Gallery Corp.,"Use Of This Term Requires Written Consent From The College Of Registered Nurses Of BC Or College Of Licensed Practical Nurses, contact Reg. Practice Consultant (604)736-7331 Ext.351. Please Scan Your Consent To bcregistries@gov.bc.ca "
114,456,NURSE,Professional Body,Y,Y,"The College Of Registered Nurses Of Bc Or College Of Licensed Practical Nurses  Per Lori Dokis, Reg. Practice Consultant (604)736-7331 Ext.351",,"Use Of This Term Requires Written Consent From The College Of Registered Nurses Of BC Or College Of Licensed Practical Nurses, contact Reg. Practice Consultant (604)736-7331 Ext.351. Please Scan Your Consent To bcregistries@gov.bc.ca "
114,457,NURSES,Professional Body,Y,Y,"The College Of Registered Nurses Of Bc Or College Of Licensed Practical Nurses  Per Lori Dokis, Reg. Practice Consultant (604)736-7331 Ext.351",,"Use Of This Term Requires Written Consent From The College Of Registered Nurses Of BC Or College Of Licensed Practical Nurses, contact Reg. Practice Consultant (604)736-7331 Ext.351. Please Scan Your Consent To bcregistries@gov.bc.ca "
114,602,REGISTERED NURSE,Professional Body,Y,Y,"The College Of Registered Nurses Of Bc Or College Of Licensed Practical Nurses  Per Lori Dokis, Reg. Practice Consultant (604)736-7331 Ext.351",,"Use Of This Term Requires Written Consent From The College Of Registered Nurses Of BC Or College Of Licensed Practical Nurses, contact Reg. Practice Consultant (604)736-7331 Ext.351. Please Scan Your Consent To bcregistries@gov.bc.ca "
114,603,REGISTERED NURSE PRACTITIONER,Professional Body,Y,Y,"The College Of Registered Nurses Of Bc Or College Of Licensed Practical Nurses  Per Lori Dokis, Reg. Practice Consultant (604)736-7331 Ext.351",,"Use Of This Term Requires Written Consent From The College Of Registered Nurses Of BC Or College Of Licensed Practical Nurses, contact Reg. Practice Consultant (604)736-7331 Ext.351. Please Scan Your Consent To bcregistries@gov.bc.ca "
114,645,RN,Professional Body,Y,,"The College Of Registered Nurses Of Bc Or College Of Licensed Practical Nurses  Per Lori Dokis, Reg. Practice Consultant (604)736-7331 Ext.351",You may be able to use this term if it is not related to health care. Ie: RN Real Estate Corp.,"Use Of This Term Requires Written Consent From The College Of Registered Nurses Of BC Or College Of Licensed Practical Nurses, contact Reg. Practice Consultant (604)736-7331 Ext.351. Please Scan Your Consent To bcregistries@gov.bc.ca "
115,412,MASSAGE PRACTITIONER,Professional Body,Y,Y,"The College Of Massage Therapists Of British Columbia. Please Forward Your Name Results To Info@Cmtbc.Ca, Or By Fax To (604) 736-6500.",,"Use Of This Term Requires Written Consent From:  The College Of Massage Therapists Of British Columbia, info@cmtbc.ca or By Fax To (604) 736-6500. Please Scan Your Consent To bcregistries@gov.bc.ca "
115,413,MASSAGE THERAPIST,Professional Body,Y,Y,"The College Of Massage Therapists Of British Columbia. Please Forward Your Name Results To Info@Cmtbc.Ca, Or By Fax To (604) 736-6500.",,"Use Of This Term Requires Written Consent From:  The College Of Massage Therapists Of British Columbia, info@cmtbc.ca or By Fax To (604) 736-6500. Please Scan Your Consent To bcregistries@gov.bc.ca "
115,414,MASSAGE THERAPY,Professional Body,Y,Y,"The College Of Massage Therapists Of British Columbia. Please Forward Your Name Results To Info@Cmtbc.Ca, Or By Fax To (604) 736-6500.",,"Use Of This Term Requires Written Consent From:  The College Of Massage Therapists Of British Columbia, info@cmtbc.ca or By Fax To (604) 736-6500. Please Scan Your Consent To bcregistries@gov.bc.ca "
115,596,REGISTERED MASSAGE PRACTICE,Professional Body,Y,Y,"The College Of Massage Therapists Of British Columbia. Please Forward Your Name Results To Info@Cmtbc.Ca, Or By Fax To (604) 736-6500.",,"Use Of This Term Requires Written Consent From:  The College Of Massage Therapists Of British Columbia, info@cmtbc.ca or By Fax To (604) 736-6500. Please Scan Your Consent To bcregistries@gov.bc.ca "
115,597,REGISTERED MASSAGE PRACTITIONER,Professional Body,Y,Y,"The College Of Massage Therapists Of British Columbia. Please Forward Your Name Results To Info@Cmtbc.Ca, Or By Fax To (604) 736-6500.",,"Use Of This Term Requires Written Consent From:  The College Of Massage Therapists Of British Columbia, info@cmtbc.ca or By Fax To (604) 736-6500. Please Scan Your Consent To bcregistries@gov.bc.ca "
115,598,REGISTERED MASSAGE THERAPIST,Professional Body,Y,Y,"The College Of Massage Therapists Of British Columbia. Please Forward Your Name Results To Info@Cmtbc.Ca, Or By Fax To (604) 736-6500.",,"Use Of This Term Requires Written Consent From:  The College Of Massage Therapists Of British Columbia, info@cmtbc.ca or By Fax To (604) 736-6500. Please Scan Your Consent To bcregistries@gov.bc.ca "
115,599,REGISTERED MASSAGE THERAPY,Professional Body,Y,Y,"The College Of Massage Therapists Of British Columbia. Please Forward Your Name Results To Info@Cmtbc.Ca, Or By Fax To (604) 736-6500.",,"Use Of This Term Requires Written Consent From:  The College Of Massage Therapists Of British Columbia, info@cmtbc.ca or By Fax To (604) 736-6500. Please Scan Your Consent To bcregistries@gov.bc.ca "
115,717,THERAPEUTIC MASSAGE,Professional Body,Y,Y,"The College Of Massage Therapists Of British Columbia. Please Forward Your Name Results To Info@Cmtbc.Ca, Or By Fax To (604) 736-6500.",,"Use Of This Term Requires Written Consent From:  The College Of Massage Therapists Of British Columbia, info@cmtbc.ca or By Fax To (604) 736-6500. Please Scan Your Consent To bcregistries@gov.bc.ca "
116,621,REGISTERED SOCIAL WORKER,Professional Body,Y,Y,"Bc College Of Social Workers 1430-1200 W. 73Rd Ave. Vancouver, Bc V6P 6G5      Phone 604 737-4916 Ext 102 Or Fax 604 737-6809",,"Use Of This Term Requires Written Consent From BC College Of Social Workers 1430-1200 W. 73Rd Ave. Vancouver, Bc V6P 6G5 Phone 604 737-4916 Ext 102 Or Fax 604 737-6809. Please Scan Your Consent To bcregistries@gov.bc.ca"
116,622,REGISTERED SOCIAL WORKERS,Professional Body,Y,Y,"Bc College Of Social Workers 1430-1200 W. 73Rd Ave. Vancouver, Bc V6P 6G5      Phone 604 737-4916 Ext 102 Or Fax 604 737-6809",,"Use Of This Term Requires Written Consent From BC College Of Social Workers 1430-1200 W. 73Rd Ave. Vancouver, Bc V6P 6G5 Phone 604 737-4916 Ext 102 Or Fax 604 737-6809. Please Scan Your Consent To bcregistries@gov.bc.ca"
116,665,RSW,Professional Body,Y,,"Bc College Of Social Workers 1430-1200 W. 73Rd Ave. Vancouver, Bc V6P 6G5      Phone 604 737-4916 Ext 102 Or Fax 604 737-6809",You may be able to use this term if it is not related to social work. Ie: RSW Foods Corp.,"Use Of This Term Requires Written Consent From BC College Of Social Workers 1430-1200 W. 73Rd Ave. Vancouver, Bc V6P 6G5 Phone 604 737-4916 Ext 102 Or Fax 604 737-6809. Please Scan Your Consent To bcregistries@gov.bc.ca"
116,682,SOCIAL WORKER,Professional Body,Y,Y,"Bc College Of Social Workers 1430-1200 W. 73Rd Ave. Vancouver, Bc V6P 6G5      Phone 604 737-4916 Ext 102 Or Fax 604 737-6809",,"Use Of This Term Requires Written Consent From BC College Of Social Workers 1430-1200 W. 73Rd Ave. Vancouver, Bc V6P 6G5 Phone 604 737-4916 Ext 102 Or Fax 604 737-6809. Please Scan Your Consent To bcregistries@gov.bc.ca"
117,24,ANIMAL CLINIC,Professional Body,Y,Y,"The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095",,"Use Of This Term Requires Written Consent From The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095. Please Scan Your Consent To bcregistries@gov.bc.ca "
117,26,ANIMAL HOSPITAL,Professional Body,Y,Y,"The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095",,"Use Of This Term Requires Written Consent From The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095. Please Scan Your Consent To bcregistries@gov.bc.ca "
117,198,D V M,Professional Body,Y,Y,"The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095",,"Use Of This Term Requires Written Consent From The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095. Please Scan Your Consent To bcregistries@gov.bc.ca "
117,237,DVM,Professional Body,Y,Y,"The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095",,"Use Of This Term Requires Written Consent From The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095. Please Scan Your Consent To bcregistries@gov.bc.ca "
117,495,PET HOSPITAL,Professional Body,Y,Y,"The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095",,"Use Of This Term Requires Written Consent From The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095. Please Scan Your Consent To bcregistries@gov.bc.ca "
117,757,VETERINARIAN,Professional Body,Y,Y,"The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095",,"Use Of This Term Requires Written Consent From The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095. Please Scan Your Consent To bcregistries@gov.bc.ca "
117,758,VETERINARIANS,Professional Body,Y,Y,"The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095",,"Use Of This Term Requires Written Consent From The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095. Please Scan Your Consent To bcregistries@gov.bc.ca "
117,759,VETERINARY,Professional Body,Y,Y,"The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095",,"Use Of This Term Requires Written Consent From The College Of Veterinarians Of British Columbia Suite 107 828 Harbourside Drivenorth Vancouver, Bc Toll Free 1-800-463-5399 Or Fax 604 929-7095. Please Scan Your Consent To bcregistries@gov.bc.ca "
118,348,KHOWUTZUN,Indeginous,Y,Y,The Cowichan Indian Band,,Use Of This Term Requires Written Consent From The Cowichan Indian Band. Please Scan Your Consent To bcregistries@gov.bc.ca 
119,47,B C,Protocol,Y,,The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,This term may be able to be approved without consent for use of BC in the name.,"Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname. Please Scan Your Consent To bcregistries@gov.bc.ca "
119,48,B C S,Protocol,Y,,The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,This term may be able to be approved without consent for use of BC in the name.,"Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname. Please Scan Your Consent To bcregistries@gov.bc.ca "
119,61,BC,Protocol,Y,,The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,This term may be able to be approved without consent for use of BC in the name.,"Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname. Please Scan Your Consent To bcregistries@gov.bc.ca "
119,68,BC S,Protocol,Y,,The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,This term may be able to be approved without consent for use of BC in the name.,"Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname. Please Scan Your Consent To bcregistries@gov.bc.ca "
119,73,BCPROVINCE,Protocol,Y,Y,The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,,"Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname. Please Scan Your Consent To bcregistries@gov.bc.ca "
119,92,BRITISH COLUMBIA,Protocol,Y,,The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,,"Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname. Please Scan Your Consent To bcregistries@gov.bc.ca "
119,95,BRITISHCOLUMBIA,Protocol,Y,,The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,,"Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname. Please Scan Your Consent To bcregistries@gov.bc.ca "
119,542,PROVINCIAL,Protocol,Y,Y,The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,,"Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Business Days.  Applications Forms At Http://Gov.Bc.Ca/Useofbcname. Please Scan Your Consent To bcregistries@gov.bc.ca "
121,482,ORANGE LODGE,Professional Body,Y,Y,"The Grand Orange Lodge Of British American (1890) Private Act #149, And From The  Grand Orange Lodge Of British Columbia - Private Act #150",,"Use Of This Term Requires Written Consent From:  The Grand Orange Lodge Of British American (1890) Private Act #149, And From The Grand Orange Lodge Of British Columbia - Private Act #150. Please Scan Your Consent To bcregistries@gov.bc.ca "
121,483,ORANGE LODGES,Professional Body,Y,Y,"The Grand Orange Lodge Of British American (1890) Private Act #149, And From The  Grand Orange Lodge Of British Columbia - Private Act #150",,"Use Of This Term Requires Written Consent From:  The Grand Orange Lodge Of British American (1890) Private Act #149, And From The Grand Orange Lodge Of British Columbia - Private Act #150. Please Scan Your Consent To bcregistries@gov.bc.ca "
122,288,GP,Professional Body,Y,Y,The Accredited College Authorizing Its Use.,,Use Of This Term Requires Written Consent From The Accredited College Authorizing Its Use. Please Scan Your Consent To bcregistries@gov.bc.ca 
124,108,CANADA STANDARD,Trademark,N, ,, Use Of This Term Is Restricted In A Company Name As It Is Trademarked Under The National Trade Mark Labelling Act.  R.S.C. 1970 C. N-16 Sec.3 ,
126,556,R C M P,Alert,N, ,, Use Of This Term Is Prohibited Under The Royal Canadian Mounted  Police Act R.S.C.1970 C R-9 ,
126,563,RCMP,Goverment,N, ,, Use Of This Term Is Prohibited Under The Royal Canadian Mounted  Police Act R.S.C.1970 C R-9 ,
126,656,ROYAL CANADIAN MOUNTED POLICE,Goverment,N, ,, Use Of This Term Is Prohibited Under The Royal Canadian Mounted  Police Act R.S.C.1970 C R-9 ,
128,672,SAVINGS AND LOAN,Finance,N, ,," Use Of The Term ""Savings & Loan"" Is Restricted Under The Savings And Loan Association Act  R.S.B.C. 1960 ",
129,189,CREDIT UNION,Finance,N, ,, Use Of This Term Is Restricted Under The Credit Union Incorporation Act R.S.B.C. 1970 C.79 Sec.8  Contact Financial Institutions  Commission ,
129,197,CU,Finance,N, ,, Use Of This Term Is Restricted Under The Credit Union Incorporation Act R.S.B.C. 1970 C.79 Sec.8  Contact Financial Institutions  Commission ,
130,153,CO OP,Alert,Y,N,,"Use Of This Term Is Restricted Under The Cooperative Association Act R.S.B.C. 1999 C. 28, and only given for a Cooperative. ", 
130,155,CO OPERATIVES,Alert,Y,N,,"Use Of This Term Is Restricted Under The Cooperative Association Act R.S.B.C. 1999 C. 28, and only given for a Cooperative. ", 
130,173,COOP,Alert,Y,N,,"Use Of This Term Is Restricted Under The Cooperative Association Act R.S.B.C. 1999 C. 28, and only given for a Cooperative. ", 
130,175,COOPERATIVES,Alert,Y,N,,"Use Of This Term Is Restricted Under The Cooperative Association Act R.S.B.C. 1999 C. 28, and only given for a Cooperative. ", 
131,154,CO OPERATIVE,Alert,Y,N,,"Use Of This Term Is Restricted Under The Cooperative Association Act R.S.B.C. 1999 C. 28, and only given for a Cooperative. ", 
131,174,COOPERATIVE,Alert,Y,N,,"Use Of This Term Is Restricted Under The Cooperative Association Act R.S.B.C. 1999 C. 28, and only given for a Cooperative. ", 
132,54,BANKRUPT,Alert,N, ,,Use Of This Term Is Restricted Under Federal Statute. , 
132,55,BANKRUPTCY,Alert,N, ,,Use Of This Term Is Restricted Under Federal Statute. , 
133,60,BBB,Alert,N, ,,Use Of This Term Is Not Available In A Name As Could Be Confused With The Better Business Bureau , 
133,80,BETTER BUSINESS BUREAU,Alert,N, ,,Use Of This Term Is Not Available In A Name As Could Be Confused With The Better Business Bureau , 
134,44,AUTHORITY,Alert,Y,Y,,,Use Of This Term Is Not Available Unless Affiliated With A Government Body And Consent Is Available. Please Scan Your Consent To bcregistries@gov.bc.ca
134,89,BOARD,Alert,Y,Y,,,Use Of This Term Is Not Available Unless Affiliated With A Government Body And Consent Is Available. Please Scan Your Consent To bcregistries@gov.bc.ca
134,98,BUREAU,Alert,Y,Y,,,Use Of This Term Is Not Available Unless Affiliated With A Government Body And Consent Is Available. Please Scan Your Consent To bcregistries@gov.bc.ca
134,160,COMMISSION,Alert,Y,Y,,,Use Of This Term Is Not Available Unless Affiliated With A Government Body And Consent Is Available. Please Scan Your Consent To bcregistries@gov.bc.ca
134,178,COUNCIL,Alert,Y,,,Council Is Permitted In The Name Of A Society Only ,Use Of This Term Is Not Available Unless Affiliated With A Government Body And Consent Is Available. Please Scan Your Consent To bcregistries@gov.bc.ca
134,674,SECRETARIAT,Alert,Y, ,,,Use Of This Term Is Not Available Unless Affiliated With A Government Body And Consent Is Available. Please Scan Your Consent To bcregistries@gov.bc.ca
134,722,TREATY,Alert,Y, ,,,Use Of This Term Is Not Available Unless Affiliated With A Government Body And Consent Is Available. Please Scan Your Consent To bcregistries@gov.bc.ca
135,147,CITIZENS ADVOCACY,Professional Body,Y,Y,"The Law Society  Of British Columbia, Private Act #161",,"Use Of This Term Requires Written Consent From The Law Society  Of British Columbia, Private Act #161. Please Scan Your Consent To bcregistries@gov.bc.ca "
